StartDate,EndDate,ResponseId,Q4,Q5,Q5_24_TEXT,Q7,Q51,Q9,Q10,Q37,Q38,Q39,Q42,Q42_15_TEXT,Q31,Q44,Q46,Q48,Q23,Q24,Q25
2023-04-09 7:31:05,2023-04-09 7:35:10,R_2XnQddKmQ7E12Qg,Yes,Writing,,Yes,Yes,AI art generally,Yes,Neutral,Neutral,Strongly disagree,"A portion of any profit made,A portion of any profit from people who profit from derivative works made using the model",,,Strongly agree,Neutral,Neutral,50-64,No,Female
2023-04-09 7:41:02,2023-04-09 7:46:43,R_3r2HPkpHG8q2yEt,Yes,"Photography,Cinematography ,Writing ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly disagree,Strongly disagree,Strongly disagree,"A flat fee from the model creators, for the use of my artwork as training data",,,Disagree,Agree,Neutral,50-64,No,Male
2023-04-09 9:50:21,2023-04-09 9:54:18,R_2qmJA8hZC3m5Xw6,Yes,Writing,,Yes,Yes,"AI art generally,Large Language Models,Text-to-image models",No,Strongly agree,Strongly disagree,Strongly disagree,I don't need to profit,,,Strongly disagree,Strongly agree,Strongly disagree,50-64,No,Female
2023-04-10 12:31:19,2023-04-10 12:48:18,R_1FnC4INQFrGaw6s,Somewhat,"Drawing,Graphic design ,Craft,Writing ",,Yes,No,"AI art generally,Text-to-image models",Yes,Agree,Agree,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit from people who profit from derivative works made using the model,A flat fee from the model creators, for the use of my artwork as training data",,,Strongly agree,Agree,Agree,18 - 29,No,Female
2023-04-10 13:34:54,2023-04-10 13:38:06,R_1lg8cj5xjGqcMlh,Yes,"Paint,Maker,Designer ,Jewelry ,Writing ,Music ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Agree,Disagree,Agree,"I would donate the use of my artwork to train AI art models (no compensation),A portion of any profit from people who profit from derivative works made using the model,A flat fee from the model creators, for the use of my artwork as training data",,,Agree,Strongly agree,Disagree,30-49,No,Female
2023-04-11 6:51:51,2023-04-11 6:56:01,R_ApJ7qsCVES9exBD,Yes,"Drawing,Illustration ,Sculpture ,Craft,Jewelry ,Writing ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",Yes,Agree,Neutral,Disagree,"I don’t need to profit, but I don’t want anyone else to profit from my art,A flat fee,A flat fee from the model creators, for the use of my artwork as training data",,,Strongly agree,Neutral,Disagree,18 - 29,No,Non-binary
2023-04-12 1:08:50,2023-04-12 1:10:45,R_27O0kK92ajKBPGl,Yes,Writing,,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Agree,Disagree,Strongly disagree,"A flat fee from the model creators, for the use of my artwork as training data",,,Agree,Strongly agree,Disagree,30-49,No,Female
2023-04-12 8:14:01,2023-04-12 8:27:45,R_1MKDSvvFwpMEU6T,Yes,"Paint,Drawing,Graphic design ,Illustration ,Maker,Designer ,Music ",,Yes,Yes,AI art generally,No,Strongly agree,Strongly disagree,Strongly agree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art",,,Strongly agree,Neutral,Neutral,50-64,Yes,Male
2023-04-12 10:52:09,2023-04-12 10:59:47,R_2dEW8N5cWgUSexk,Yes,"Photography,Sculpture ,Maker,Designer ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Disagree,Disagree,Disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,A portion of any profit made,Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work,Other, please specify",direct citation stating who the AI is deriving images from.,media literacy programs,Strongly agree,Neutral,Agree,30-49,No,Male
2023-04-12 18:42:30,2023-04-12 18:48:30,R_sYloOgre16iVYjv,Yes,"Paint,Drawing",,Yes,Yes,AI art generally,No,Strongly disagree,Strongly agree,Strongly disagree,"A portion of any profit made,A flat fee",,,Strongly agree,Strongly disagree,Strongly agree,50-64,No,Female
2023-04-06 8:50:19,2023-04-06 8:51:22,R_2rOTBAPG1xvelvJ,Yes,Writing,,Yes,Yes,,,,,,,,,,,,,,
2023-04-06 9:30:27,2023-04-06 9:31:54,R_UhhCNX3eiNiVTsB,Somewhat,"Not an artist, but I am an art enthusiast  ",,Yes,No,AI art generally,Yes,,,,,,,,,,,,
2023-04-06 11:13:24,2023-04-06 11:14:08,R_2ASUQhLoklpH256,Somewhat,"Photography,Drawing,Graphic design ",,Yes,No,,,,,,,,,,,,,,
2023-04-06 11:05:19,2023-04-06 11:18:52,R_3MEEKt6wPipkJfL,,,,,,,,,,,,,,,,,,,
2023-04-06 10:54:20,2023-04-06 12:17:04,R_2v0Tj01MAH2l2ny,,,,,,,,,,,,,,,,,,,
2023-04-06 12:57:55,2023-04-06 13:32:38,R_3PhtiLlhi4tHK4Q,Yes,"Writing ,Music ",,Yes,Yes,"AI art generally,Text-to-image models",No,Disagree,Agree,Neutral,,,,,,,,,
2023-04-06 14:39:21,2023-04-06 14:39:40,R_2EbGJgCs2nb4t2M,,,,,,,,,,,,,,,,,,,
2023-04-06 15:35:50,2023-04-06 15:38:22,R_9MGaw3SVugZWmOd,Yes,"Music ,Performance ",,Yes,Yes,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",No,Strongly disagree,Neutral,Strongly disagree,,,,,,,,,
2023-04-06 18:22:18,2023-04-06 18:25:28,R_2zZMCwsWf8wM3gb,Yes,"Photography,Paint,Drawing,Graphic design ,Textile ,Craft,Maker,Designer ,Writing ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Disagree,Disagree,Disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit from people who profit from derivative works made using the model,A flat fee For each derivative work sold (by anyone using the model),Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work",,,,,,,,
2023-04-06 18:39:09,2023-04-06 18:40:05,R_oZ8ZfbvpbanFexz,,,,,,,,,,,,,,,,,,,
2023-04-06 19:17:29,2023-04-06 19:18:19,R_3skrwXQGfJUDIyJ,,,,,,,,,,,,,,,,,,,
2023-04-06 9:41:30,2023-04-06 23:45:29,R_2dKBJIvMcOIv747,Yes,"Maker,Designer ",,I’m not sure,No,,,,,,,,,,,,,,
2023-04-07 7:29:00,2023-04-07 7:30:13,R_21z89cA0shF9G30,Somewhat,"Paint,Drawing,Graphic design ",,Yes,No,AI art generally,No,,,,,,,,,,,,
2023-04-07 8:16:06,2023-04-07 8:16:43,R_241JusadR9B72es,,,,,,,,,,,,,,,,,,,
2023-04-14 8:35:47,2023-04-14 8:41:09,R_3oXTFOzTE6jDALy,Yes,"Photography,Drawing,Graphic design ,Illustration ,Craft,Writing ,Music ,Performance ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",No,Strongly disagree,Strongly agree,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,A flat fee,A flat fee from the model creators, for the use of my artwork as training data,A flat fee For each derivative work sold (by anyone using the model),Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work",,The artist. Period. This technology is trained using copyrighted material. They have no right to profit from it.,Strongly agree,Strongly disagree,Strongly agree,50-64,No,Female
2023-04-14 8:41:48,2023-04-14 8:53:05,R_W9CPAA0lJX4GAzD,Yes,"Paint,Drawing,Craft,Designer ,Writing ",,Yes,Yes,"AI art generally,Text-to-image models",No,Strongly disagree,Agree,Disagree,"A flat fee For each derivative work sold (by anyone using the model),Other, please specify",Should not be allowed for any artists whose work is not in public domain without permission and agreed compensation.,,Strongly agree,Disagree,Strongly agree,65 or older,Yes,Male
2023-04-14 9:15:25,2023-04-14 9:20:02,R_Rxjy4E7luAJia6B,Yes,"Graphic design ,Craft,Maker,Designer ",,Yes,Yes,AI art generally,No,Strongly disagree,Strongly agree,Strongly disagree,"A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model",,,Strongly agree,Strongly disagree,Strongly agree,65 or older,No,Female
2023-04-14 9:22:17,2023-04-14 9:30:03,R_5vBnRIjmiMzkfpD,Yes,"Photography,Paint,Drawing",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly agree,Strongly disagree,Strongly agree,"I don't need to profit,I don’t need to profit, but I don't want for-profit-companies to profit from my art,A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,A flat fee,A flat fee from the model creators, for the use of my artwork as training data,A flat fee For each derivative work sold (by anyone using the model)",,,Strongly disagree,Strongly agree,Strongly disagree,50-64,No,Female
2023-04-07 9:52:07,2023-04-07 9:54:37,R_3fHRnbbPySan4P0,Yes,"Photography,Drawing,Graphic design ,Illustration ,Designer ",,Yes,Yes,AI art generally,No,Disagree,Neutral,Disagree,A portion of any profit from people who profit from derivative works made using the model,,,,,,,,
2023-04-14 8:22:44,2023-04-14 9:55:48,R_1i3brqTqtdcfbz4,Yes,"Photography,Paint,Drawing,Maker,Writing ",,Yes,Prefer not to respond,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",No,Disagree,Disagree,Disagree,I would not feel comfortable with any of the options listed above,,,Strongly agree,Strongly disagree,Strongly agree,30-49,No,Non-binary
2023-04-07 10:00:44,2023-04-07 10:02:12,R_2YoasRPNV48w55B,,,,,,,,,,,,,,,,,,,
2023-04-07 17:26:23,2023-04-07 17:28:14,R_BwVtRXp8z4P7qVj,Somewhat,"Paint,Craft,Maker",,Yes,No,,,,,,,,,,,,,,
2023-04-07 19:01:36,2023-04-07 19:02:49,R_OOxltUIJ6a9XoUp,Somewhat,"Drawing,Craft,Writing ",,Yes,No,"AI art generally,Text-to-image models",Yes,,,,,,,,,,,,
2023-04-14 8:24:51,2023-04-14 19:44:26,R_RRbMikGY4GQ7fXP,Yes,"Photography,Paint,Drawing,Graphic design ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Neutral,Neutral,Neutral,I would not feel comfortable with any of the options listed above,,,Strongly agree,Disagree,Agree,30-49,No,Male
2023-04-07 20:40:10,2023-04-07 20:40:41,R_32WasWnwfkmXWAq,,,,,,,,,,,,,,,,,,,
2023-04-15 6:12:14,2023-04-15 6:17:03,R_1F5hKo7weH5KkLX,Somewhat,"Photography,Graphic design ,Cinematography ,Writing ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Neutral,Disagree,Disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,A portion of any profit made",,,Strongly agree,Strongly agree,Disagree,30-49,No,Male
2023-04-15 6:29:04,2023-04-15 6:34:50,R_2wymsqG214V8woO,Yes,"Paint,Drawing,Textile ,Sculpture ",,Yes,No,"Large Language Models,Text-to-image models",Yes,Disagree,Neutral,Disagree,"A portion of any profit from people who profit from derivative works made using the model,A flat fee For each derivative work sold (by anyone using the model),Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work,I would not feel comfortable with any of the options listed above",,Education,Agree,Disagree,Agree,30-49,No,Non-binary
2023-04-08 17:15:05,2023-04-08 17:18:44,R_2DSJbwn7aBPnUxT,Yes,Writing,,Yes,Yes,"AI art generally,Large Language Models,Text-to-image models",Yes,Neutral,Disagree,Disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art",,,,,,,,
2023-04-16 11:54:26,2023-04-16 12:04:54,R_2TzbMEH494umfHl,Yes,"Paint,Drawing,Graphic design ,Illustration ,Designer ",,Yes,Yes,"AI art generally,Text-to-image models",No,Disagree,Neutral,Disagree,"A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model",,,Strongly agree,Disagree,Agree,30-49,No,Female
2023-04-09 14:25:57,2023-04-09 14:30:00,R_32JGNNm61cMKFBQ,Yes,"Photography,Paint,Writing ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Agree,Disagree,Strongly disagree,I would donate the use of my artwork to train AI art models (no compensation),,,Neutral,Agree,Neutral,,,
2023-04-17 20:18:55,2023-04-17 20:27:17,R_1KrPMmNZx5MFvK1,Somewhat,Designer,,Yes,Yes,AI art generally,No,Disagree,Neutral,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,A flat fee",,,Neutral,Strongly disagree,Neutral,30-49,No,Female
2023-04-11 8:33:52,2023-04-11 8:34:20,R_29mIbTe9k0sWZ64,,,,,,,,,,,,,,,,,,,
2023-04-12 16:22:28,2023-04-12 16:30:27,R_QbIbwMStgf3tFgl,Yes,"Paint,Drawing,Illustration ,Textile ,Craft,Jewelry ,Writing ",,Yes,No,AI art generally,Yes,,,,,,,,,,,,
2023-04-20 14:21:30,2023-04-20 14:28:48,R_Xw6puRpIw4BRDnH,Yes,Music,,Yes,No,"AI art generally,Text-to-image models",No,Disagree,Agree,Disagree,"A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,A flat fee,A flat fee from the model creators, for the use of my artwork as training data,A flat fee For each derivative work sold (by anyone using the model)",,,Agree,Neutral,Agree,30-49,Yes,Male
2023-04-24 15:00:26,2023-04-24 15:08:47,R_25LOCM5qfm1NDyy,Yes,"Paint,Drawing",,Yes,Yes,Text-to-image models,No,Disagree,Strongly agree,Disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art",,,Strongly agree,Disagree,Neutral,65 or older,Yes,Female
2023-04-18 17:34:34,2023-04-18 17:37:33,R_3Gg29zW4Tzmunm2,Yes,Writing,,Yes,Yes,"AI art generally,Large Language Models,Text-to-image models",Yes,Neutral,Neutral,Strongly disagree,,,,,,,,,
2023-04-28 8:57:06,2023-04-28 9:09:09,R_2ZEPcL9P61kKe2l,Yes,Performance,,Yes,Yes,AI art generally,No,Strongly disagree,Strongly agree,Strongly disagree,"A portion of any profit made,A portion of any profit from people who profit from derivative works made using the model,A flat fee",,,Agree,Neutral,Agree,30-49,No,Female
2023-04-28 10:50:05,2023-04-28 10:53:11,R_6tddmgnp2nhTwqZ,Yes,"Craft,Architecture,Other, please specify",Collage,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Disagree,Neutral,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,A flat fee from the model creators, for the use of my artwork as training data,A flat fee For each derivative work sold (by anyone using the model)",,,Strongly agree,Neutral,Agree,30-49,No,Female
2023-04-28 8:04:00,2023-04-28 12:28:59,R_2dPY5uE1XqTFfCr,Yes,"Writing ,Music ",,Yes,Yes,AI art generally,No,Disagree,Disagree,Neutral,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,A portion of any profit made From the model creators",,,Agree,Neutral,Neutral,30-49,No,Female
2023-05-01 14:04:44,2023-05-01 14:08:24,R_1E09dv8zamigHzN,Yes,"Drawing,Maker,Writing ,Music ,Performance ,Other, please specify",Stand Up Comedian,Yes,No,"AI art generally,Large Language Models",Yes,Agree,Disagree,Strongly disagree,A portion of any profit from people who profit from derivative works made using the model,,,Neutral,Agree,Agree,30-49,No,Male
2023-05-01 14:10:08,2023-05-01 14:15:39,R_3flOi1OmLs55YlA,Yes,"Paint,Drawing,Sculpture ,Music ",,Yes,Yes,"AI art generally,Large Language Models,Text-to-image models",Yes,Neutral,Neutral,Disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art",,,Strongly agree,Agree,Disagree,30-49,No,Male
2023-05-01 14:49:12,2023-05-01 15:01:28,R_1oiMcMILtOlASBc,Yes,"Photography,Drawing,Tattoo,Sculpture ,Craft,Maker,Designer ,Jewelry ,Writing ,Music ,Performance ",,Yes,Yes,"AI art generally,Large Language Models,Text-to-image models",Yes,Agree,Disagree,Neutral,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit made,A portion of any profit from people who profit from derivative works made using the model,A flat fee,A flat fee from the model creators, for the use of my artwork as training data,A flat fee For each derivative work sold (by anyone using the model)",,,Strongly agree,Strongly agree,Strongly agree,30-49,No,Female
2023-05-01 14:09:42,2023-05-03 15:58:25,R_2ru0XyPFqEjnLab,Somewhat,"Photography,Craft,Maker,Writing ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly disagree,Neutral,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art",,,Agree,Neutral,Agree,30-49,No,Female
2023-05-04 13:37:39,2023-05-04 13:48:11,R_1kH9fCRFH3reUZD,Yes,"Photography,Paint,Textile ,Cinematography ,Sculpture ,Maker,Designer ",,Yes,Yes,"AI art generally,Text-to-image models",Yes,Disagree,Agree,Disagree,"A portion of any profit made,Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work",,Housing and education,Strongly agree,Neutral,Neutral,30-49,No,Female
2023-05-05 10:02:31,2023-05-05 10:07:20,R_xnPmQikja6hWhbj,Yes,"Paint,Drawing,Illustration ,Sculpture ,Maker,Designer ,Performance ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",Yes,Strongly disagree,Neutral,Strongly disagree,"A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,A flat fee from the model creators, for the use of my artwork as training data,A flat fee For each derivative work sold (by anyone using the model)",,,Agree,Disagree,Strongly agree,30-49,No,Male
2023-05-05 11:38:04,2023-05-05 11:44:47,R_0DFvYQJMoCxygFj,Yes,"Photography,Drawing,Graphic design ,Illustration ,Cinematography ,Craft,Writing ",,Yes,Yes,AI art generally,Yes,Disagree,Agree,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,A portion of any profit made,Other, please specify",Acknowledgement,,Strongly agree,Disagree,Agree,30-49,No,Female
2023-04-28 12:40:28,2023-04-28 12:40:37,R_2qmw5njiT91efJM,,,,,,,,,,,,,,,,,,,
2023-05-06 16:44:31,2023-05-06 16:50:55,R_qD9ZFWdZ0Ew5Qyt,Somewhat,"Textile ,Maker",,Yes,No,None of the above,No,Disagree,Agree,Neutral,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit from people who profit from derivative works made using the model",,,Agree,Neutral,Agree,65 or older,No,Female
2023-05-01 10:40:05,2023-05-01 10:42:38,R_21AF0T0x7aOTtkN,Yes,"Music ,Performance ",,No,No,None of the above,No,,,,,,,,,,,,
2023-05-09 14:10:43,2023-05-09 14:12:53,R_12gv9DSjPKuibSH,Yes,Writing,,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",No,Disagree,Disagree,Disagree,I would not feel comfortable with any of the options listed above,,,Agree,Strongly disagree,Agree,18 - 29,No,Female
2023-05-10 14:22:34,2023-05-10 14:35:27,R_1M4gUKHTw3V61Bc,Yes,"Photography,Paint,Drawing,Graphic design ,Illustration ,Sculpture ,Maker,Designer ,Writing ,Music ,Performance ,Other, please specify","digital art, virtual reality",Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly agree,Agree,Strongly disagree,"Other, please specify",More important is whether the AI model was used to plagiarize work of artist. Without a direct reference in the prompt any individual artist's work is not likely to have significant contribution. The user of the AI model is responsible for not plagiarizing other artist's work.,,Neutral,Strongly agree,Neutral,50-64,No,Male
2023-05-11 7:33:02,2023-05-11 7:38:30,R_AGxH13a8KTTOgMx,Yes,"Drawing,Graphic design ,Illustration ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Neutral,Disagree,Strongly disagree,"I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit made From the model creators,A flat fee For each derivative work sold (by anyone using the model)",,,Strongly agree,Agree,Agree,30-49,No,Male
2023-05-12 10:55:29,2023-05-12 10:59:01,R_3Hq5cDPRTRCTdNr,Somewhat,"Drawing,Graphic design ,Illustration ,Music ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly disagree,Strongly agree,Strongly disagree,I would not feel comfortable with any of the options listed above,,,Strongly agree,Disagree,Strongly agree,30-49,No,Male
2023-05-12 15:40:15,2023-05-12 15:44:35,R_3ewRfGvSzE8ToEU,Yes,"Photography,Paint,Illustration ,Writing ,Other, please specify",generative art,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly disagree,Agree,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art",,,Strongly agree,Disagree,Strongly agree,30-49,No,Female
2023-05-13 9:55:18,2023-05-13 10:16:23,R_23Ug8WhYAUU7Db0,Yes,"Photography,Graphic design ,Sculpture ,Craft,Maker,Designer ,Jewelry ,Writing ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",None of the above,Neutral,Neutral,Neutral,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model",,,Agree,Neutral,Neutral,50-64,No,Male
2023-05-19 15:23:40,2023-05-19 15:26:58,R_3p44T99mpgePMqI,Yes,"Drawing,Graphic design ,Illustration ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",Yes,Disagree,Neutral,Disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art,A flat fee from the model creators, for the use of my artwork as training data",,,Strongly agree,Disagree,Agree,18 - 29,Yes,Female
2023-05-23 11:03:43,2023-05-23 11:06:33,R_1Ft6MPPX6YGyNzv,Yes,"Photography,Graphic design ,Illustration ,Writing ,Music ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly disagree,Strongly agree,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit made,A portion of any profit made From the model creators",,,Strongly agree,Disagree,Agree,18 - 29,No,Male
2023-05-31 11:30:01,2023-05-31 11:36:34,R_ZreR6ogQs8Xz6Zb,Yes,"Sculpture ,Maker,Designer ,Other, please specify","Digital art, animation, interactive installations ",Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Neutral,Disagree,Neutral,"I would donate the use of my artwork to train AI art models (no compensation),I don’t need to profit, but I don't want for-profit-companies to profit from my art,A flat fee from the model creators, for the use of my artwork as training data",,,Disagree,Neutral,Disagree,30-49,No,Male
2023-05-31 11:37:11,2023-05-31 11:41:42,R_2ZTUYDyRs5lXSGh,Yes,"Photography,Illustration ,Sculpture ,Designer ",,Yes,Yes,AI art generally,No,Strongly disagree,Strongly agree,Strongly disagree,"I would not feel comfortable with any of the options listed above,Other, please specify",I do not want my work to be used in any form of ai data training whatsoever regardless of profit or no profit.,,Strongly agree,Disagree,Agree,18 - 29,No,Female
2023-05-31 11:53:26,2023-05-31 11:57:13,R_2D1bP6GIIxfotFk,Yes,Photography,,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly agree,Strongly disagree,Strongly disagree,"I would donate the use of my artwork to train AI art models (no compensation),I don't need to profit",,,Disagree,Agree,Agree,30-49,No,Male
2023-05-31 11:57:49,2023-05-31 12:06:41,R_9ZBVs6nOFRh6D9T,Yes,"Photography,Paint,Drawing,Graphic design ,Designer ,Writing ,Performance ,Other, please specify","Printmaking, socially engaged projects",Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Neutral,Neutral,Neutral,"I don’t need to profit, but I don't want for-profit-companies to profit from my art",,,Neutral,Neutral,Strongly disagree,30-49,No,Male
2023-05-31 11:49:09,2023-05-31 12:08:55,R_1gzqc1TWg2YSk3M,Yes,"Photography,Paint,Drawing,Graphic design ,Illustration ,Sculpture ,Craft,Maker,Designer ,Performance ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Neutral,Neutral,Neutral,"I would donate the use of my artwork to train AI art models (no compensation),I don't need to profit,Other, please specify",I think I’m happiest using my own data set for my own work and limiting it to that.,,Neutral,Strongly agree,Neutral,50-64,No,Male
2023-05-31 13:17:51,2023-05-31 13:28:01,R_3NK6kQDyh7Yac4a,Yes,"Sculpture ,Other, please specify",Digital artist,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Disagree,Neutral,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model",,,Strongly agree,Neutral,Agree,30-49,No,Male
2023-05-31 14:08:12,2023-05-31 14:13:09,R_24qH1YVa7GQTEda,Yes,"Cinematography ,Sculpture ,Designer ,Music ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly disagree,Agree,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model",,,Strongly agree,Strongly disagree,Agree,30-49,No,Male
2023-05-31 14:34:24,2023-05-31 14:42:14,R_3NvUJZium46RPFI,Yes,"Paint,Drawing,Graphic design ,Jewelry ,Writing ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",No,Disagree,Disagree,Strongly disagree,"A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,A flat fee from the model creators, for the use of my artwork as training data",,,Strongly agree,Strongly disagree,Neutral,50-64,No,Female
